Keuwl Accelerometer Data File
2019-04-15 21-52-23

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
3.0940244,0.011628,-0.208285,0.952218,0.974801,12.356967,273.195465
3.0989988,0.009284,-0.272792,0.962209,1.000174,15.837023,271.949280
3.1039732,0.026388,-0.244487,1.120018,1.146696,12.383191,276.160187
3.1089473,0.033160,-0.226997,1.020172,1.045647,12.673281,278.311127
3.1139219,-0.056969,-0.216491,0.882569,0.910518,14.232763,255.256958
3.1188962,-0.068749,-0.168741,0.933640,0.951254,11.042985,247.833023
3.1238706,-0.059391,-0.224752,1.041687,1.067311,12.580201,255.197861
3.1288450,0.071051,-0.193024,1.078221,1.097664,10.800207,290.208221
3.1338193,-0.001818,-0.234256,0.972335,1.000157,13.546007,269.555267
3.1387937,-0.057921,-0.233091,0.899037,0.930566,14.957377,256.045105
3.1437681,-0.099748,-0.204714,0.912065,0.940064,14.018861,244.021973
3.1487422,0.002803,-0.261891,0.888793,0.926578,16.419001,270.613190
3.1537166,0.022146,-0.207950,0.919047,0.942540,12.819198,276.078949
3.1586912,-0.086812,-0.253475,1.138488,1.169590,13.242862,251.094345
3.1636655,-0.038007,-0.179021,1.018447,1.034760,10.187135,258.013794
3.1686399,-0.017721,-0.259258,0.909301,0.945704,15.949038,266.089752
3.1736143,-0.048596,-0.209417,0.997206,1.020116,12.165864,256.935455
3.1785886,-0.013683,-0.212470,0.998729,1.021171,12.034258,266.315216
3.1835630,-0.091489,-0.237905,0.996981,1.029048,14.341162,248.965195
3.1885374,0.014559,-0.196022,0.831696,0.854608,13.297211,274.247650
3.1935115,-0.042991,-0.308542,1.026708,1.072928,16.878773,262.067780
3.1984859,-0.082313,-0.127270,0.920670,0.933062,9.348701,237.106750
3.2034605,-0.042471,-0.251510,1.022549,1.053882,14.006379,260.415222
3.2084348,0.031933,-0.244170,1.085684,1.113260,12.779333,277.450958
3.2134092,0.025172,-0.192307,0.848023,0.869919,12.882321,277.457184
3.2183836,-0.078605,-0.161404,0.820679,0.840085,12.339353,244.033478
3.2233579,-0.115214,-0.210308,0.830593,0.864516,16.103895,241.284607
3.2283323,-0.074460,-0.207383,0.838625,0.867089,14.721451,250.249481
3.2333066,0.026354,-0.216339,0.846846,0.874440,14.432056,276.945374
3.2382808,-0.010991,-0.190741,1.042590,1.059952,10.384400,266.702209
3.2432551,-0.024859,-0.243957,1.026563,1.055446,13.434763,264.181702
3.2482297,-0.026018,-0.213032,1.014980,1.037422,11.939181,263.036926
3.2532041,-0.049411,-0.211298,0.909460,0.934989,13.419924,256.838043
3.2581785,-0.042274,-0.192315,0.939752,0.960159,11.834013,257.602753
3.2631528,-0.053101,-0.224258,1.066759,1.091369,12.190617,256.678558
3.2681272,-0.017635,-0.240868,0.858264,0.891597,15.716441,265.812469
3.2731016,0.028108,-0.229540,0.993994,1.020540,13.096959,276.981384
3.2780757,-0.040018,-0.224623,1.202718,1.224168,10.741584,259.898346
3.2830501,-0.077632,-0.200844,1.048413,1.070296,11.606105,248.867096
3.2880244,-0.038841,-0.201301,0.932564,0.954833,12.398597,259.079071
3.2929990,0.046133,-0.196185,0.958482,0.979441,11.874378,283.232605
3.2979734,-0.007989,-0.187190,1.136111,1.151456,9.364602,267.556274
3.3029478,-0.061086,-0.189825,1.099708,1.117641,10.277855,252.161606
3.3079221,-0.017721,-0.273989,1.026660,1.062739,14.972335,266.299377
3.3128965,0.052284,-0.198394,1.100599,1.119559,10.559575,284.763916
3.3178709,-0.069641,-0.145374,0.984155,0.997268,9.301828,244.403229
3.3228450,-0.042157,-0.151809,0.852700,0.867134,10.468488,254.480164
3.3278193,0.015533,-0.235377,0.883843,0.914780,14.943385,273.775482
3.3327940,-0.004431,-0.239538,1.109651,1.135220,12.183401,268.940155
3.3377683,-0.052546,-0.239745,0.986757,1.016822,13.967735,257.637787
3.3427427,-0.047778,-0.185020,0.945914,0.965023,11.420943,255.520691
3.3477170,-0.018682,-0.177879,0.872569,0.890712,11.583915,264.004333
3.3526914,-0.004523,-0.253175,1.040438,1.070807,13.678346,268.976471
3.3576658,-0.043089,-0.140852,1.096233,1.106084,7.652733,252.990417
3.3626401,-0.085681,-0.245996,0.961546,0.996206,15.158056,250.796677
3.3676143,-0.059203,-0.267097,1.054703,1.089607,14.541503,257.502289
3.3725886,0.006909,-0.278486,0.975411,1.014411,15.939030,271.421204
3.3775632,0.023924,-0.170500,1.167671,1.180295,8.387709,277.987427
