Keuwl Accelerometer Data File
2019-04-14 19-23-22

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.0000000,-0.080165,0.827311,0.165447,0.847492,78.742477,95.534615
0.0049744,-0.072506,0.834598,0.184367,0.857789,77.588425,94.965157
0.0099487,-0.033711,0.842350,0.225567,0.872680,75.020332,92.291756
0.0149231,-0.008784,0.847234,0.261512,0.886720,72.847237,90.593979
0.0198975,-0.012568,0.843719,0.259252,0.882741,72.921036,90.853401
0.0248718,-0.021830,0.839415,0.219171,0.867831,75.371506,91.489746
0.0298462,-0.034963,0.840031,0.201722,0.864620,76.508110,92.383339
0.0348206,-0.046736,0.835469,0.225745,0.866691,74.902222,93.201782
0.0397949,-0.041550,0.832134,0.252330,0.870543,73.150803,92.858528
0.0447693,-0.025634,0.834116,0.257808,0.873425,72.832321,91.760223
0.0497437,-0.026967,0.834058,0.241532,0.868745,73.857689,91.851822
0.0547180,-0.034588,0.840414,0.214021,0.867927,75.724243,92.356743
0.0596924,-0.036828,0.842802,0.211307,0.869667,75.937836,92.502068
0.0646667,-0.040643,0.841487,0.228533,0.872915,74.822807,92.765213
0.0696411,-0.035840,0.842501,0.232056,0.874610,74.613701,92.435913
0.0746155,-0.028664,0.840783,0.230266,0.872215,74.692368,91.952538
0.0795898,-0.028954,0.835517,0.231469,0.867471,74.524193,91.984756
0.0845642,-0.039248,0.835751,0.232105,0.868270,74.495232,92.688728
0.0895386,-0.040297,0.835942,0.231753,0.868408,74.521828,92.759804
0.0945129,-0.031451,0.836941,0.237502,0.870555,74.168045,92.152069
0.0994873,-0.033002,0.839053,0.232697,0.871348,74.510933,92.252396
0.1044617,-0.030538,0.843290,0.219761,0.871989,75.402786,92.073929
0.1094360,-0.032509,0.840526,0.221901,0.869931,75.221748,92.214890
0.1144104,-0.038741,0.841923,0.227751,0.873044,74.878296,92.634613
0.1193848,-0.039020,0.837211,0.232554,0.869785,74.492195,92.668427
0.1243591,-0.030244,0.837793,0.235136,0.870690,74.332321,92.067444
0.1293335,-0.030801,0.833502,0.239177,0.867686,73.999275,92.116310
0.1343078,-0.032815,0.840717,0.231252,0.872559,74.631409,92.235237
0.1392822,-0.035024,0.839823,0.225897,0.870378,74.957306,92.388062
0.1442566,-0.036746,0.840240,0.234240,0.873053,74.436859,92.504074
0.1492310,-0.037330,0.841584,0.232458,0.873895,74.573509,92.539818
0.1542053,-0.032549,0.840162,0.227409,0.871003,74.865341,92.218605
0.1591797,-0.031155,0.838719,0.230067,0.870259,74.670700,92.127350
0.1641540,-0.032546,0.839807,0.228764,0.871016,74.773232,92.219330
0.1691284,-0.031574,0.838155,0.231391,0.870082,74.577110,92.157341
0.1741028,-0.033535,0.838272,0.235622,0.871402,74.312317,92.290901
0.1790771,-0.034479,0.838456,0.232697,0.870830,74.501495,92.354813
0.1840515,-0.031214,0.838684,0.230801,0.870422,74.623535,92.131470
0.1890259,-0.031731,0.838566,0.228383,0.869689,74.775452,92.167000
0.1940002,-0.033414,0.840686,0.227368,0.871531,74.877480,92.276070
0.1989746,-0.033353,0.840044,0.228894,0.871309,74.769562,92.273682
0.2039490,-0.031771,0.839523,0.229370,0.870872,74.729294,92.167290
0.2089233,-0.032302,0.838809,0.230811,0.870584,74.625832,92.205315
0.2138977,-0.034195,0.838429,0.235080,0.871433,74.349846,92.335464
0.2188721,-0.033856,0.838445,0.232596,0.870768,74.507263,92.312286
0.2238464,-0.031442,0.837868,0.230594,0.869589,74.622566,92.149048
0.2288208,-0.034083,0.838915,0.231481,0.870932,74.586380,92.326477
0.2337952,-0.035624,0.839560,0.229485,0.871088,74.725311,92.429710
0.2387695,-0.034224,0.837922,0.230591,0.869745,74.625618,92.338898
0.2437439,-0.034434,0.838746,0.233178,0.871237,74.476105,92.350922
0.2487182,-0.034548,0.840941,0.228414,0.872094,74.816345,92.352516
0.2536926,-0.032023,0.838978,0.222775,0.868642,75.139664,92.185883
0.2586670,-0.035167,0.837501,0.231741,0.869683,74.545929,92.404442
0.2636414,-0.035557,0.840440,0.235993,0.873669,74.328735,92.422615
0.2686157,-0.033246,0.839638,0.229694,0.871123,74.711746,92.267464
0.2735901,-0.032484,0.836737,0.229904,0.868354,74.647430,92.223213
0.2785645,-0.035248,0.838355,0.233864,0.871076,74.426338,92.407516
0.2835388,-0.031292,0.838827,0.227760,0.869762,74.819229,92.136406
0.2885132,-0.031120,0.835861,0.229935,0.867469,74.629242,92.132164
0.2934875,-0.035353,0.838025,0.240249,0.872499,74.016701,92.415680
0.2984619,-0.033610,0.841027,0.230672,0.872734,74.674065,92.288483
0.3034363,-0.031788,0.838025,0.222074,0.867533,75.168152,92.172333
0.3084106,-0.035506,0.839278,0.237121,0.872855,74.236847,92.422462
0.3133850,-0.033165,0.838583,0.237032,0.872070,74.228340,92.264793
0.3183593,-0.033653,0.839796,0.226631,0.870490,74.909225,92.294800
0.3233337,-0.033826,0.839523,0.230156,0.871157,74.680847,92.307312
0.3283081,-0.036643,0.838697,0.233380,0.871333,74.464066,92.501678
0.3332824,-0.031927,0.837224,0.227286,0.868114,74.822166,92.183868
0.3382568,-0.035688,0.838224,0.226807,0.869100,74.872513,92.437927
0.3432312,-0.034591,0.838918,0.237273,0.872512,74.220100,92.361153
0.3482056,-0.033896,0.838407,0.238199,0.872247,74.151985,92.315147
0.3531799,-0.031905,0.839244,0.226052,0.869741,74.935402,92.177132
0.3581543,-0.033017,0.838594,0.231031,0.870463,74.608559,92.254684
0.3631287,-0.034711,0.842766,0.230699,0.874460,74.703255,92.358513
0.3681030,-0.034926,0.840073,0.227603,0.871060,74.853119,92.380676
0.3730774,-0.032686,0.838339,0.232274,0.870535,74.525017,92.232765
0.3780517,-0.035279,0.839996,0.233724,0.872619,74.464119,92.404938
0.3830261,-0.034672,0.842416,0.225807,0.872843,75.006912,92.356850
0.3880005,-0.033706,0.839975,0.227059,0.870776,74.885155,92.297913
0.3929748,-0.034531,0.838746,0.235878,0.871967,74.305222,92.357498
0.3979492,-0.034459,0.840185,0.233760,0.872779,74.464592,92.348595
0.4029236,-0.033355,0.841150,0.225735,0.871551,74.989037,92.270798
0.4078979,-0.033294,0.841022,0.226521,0.871630,74.936951,92.267014
0.4128723,-0.033719,0.840258,0.232102,0.872377,74.570267,92.297981
0.4178467,-0.034450,0.840761,0.229748,0.872267,74.728569,92.346352
0.4228210,-0.034601,0.840209,0.230618,0.871970,74.664009,92.358162
0.4277954,-0.034234,0.839660,0.235973,0.872859,74.315208,92.334694
0.4327698,-0.034727,0.839740,0.233685,0.872341,74.461693,92.368057
0.4377441,-0.032490,0.838760,0.226158,0.869323,74.920769,92.218277
0.4427185,-0.032958,0.835024,0.232319,0.867366,74.463951,92.260269
0.4476928,-0.034415,0.840722,0.234469,0.873483,74.429153,92.344131
0.4526672,-0.033552,0.840653,0.225181,0.870937,75.015907,92.285583
0.4576416,-0.032980,0.837146,0.230136,0.868829,74.640167,92.256035
0.4626160,-0.035798,0.838689,0.237435,0.872385,74.206696,92.444107
0.4675903,-0.033810,0.839513,0.229042,0.870854,74.751343,92.306274
0.4725647,-0.031126,0.837315,0.230257,0.868956,74.634171,92.128891
0.4775391,-0.033899,0.838779,0.240240,0.873164,74.029823,92.314339
0.4825134,-0.034384,0.842993,0.227944,0.873944,74.881149,92.335709
0.4874878,-0.029682,0.839205,0.221598,0.868477,75.217125,92.025681
0.4924621,-0.035706,0.838137,0.232685,0.870569,74.497581,92.439453
0.4974365,-0.031132,0.839985,0.236444,0.873183,74.289063,92.122559
0.5024109,-0.032426,0.838591,0.225396,0.868959,74.966347,92.214371
0.5073853,-0.032964,0.835223,0.229387,0.866778,74.654213,92.260155
0.5123596,-0.034568,0.837474,0.235435,0.870625,74.310707,92.363625
0.5173340,-0.033613,0.839652,0.232389,0.871866,74.541367,92.292435
0.5223083,-0.036019,0.840436,0.227331,0.871383,74.877403,92.454063
0.5272827,-0.035207,0.837945,0.236208,0.871313,74.270607,92.405930
0.5322571,-0.034030,0.841702,0.231750,0.873686,74.617874,92.315193
0.5372314,-0.033320,0.839289,0.221249,0.868601,75.243057,92.273491
0.5422058,-0.032568,0.836253,0.229512,0.867788,74.663994,92.230240
0.5471801,-0.031214,0.837947,0.236997,0.871376,74.217911,92.133339
0.5521545,-0.031718,0.839700,0.229000,0.870944,74.755821,92.163231
0.5571289,-0.033580,0.840405,0.227529,0.871308,74.862602,92.288162
0.5621033,-0.033877,0.838585,0.235402,0.871657,74.331993,92.313385
0.5670776,-0.033663,0.840941,0.233673,0.873452,74.482796,92.292313
0.5720520,-0.034457,0.839675,0.226983,0.870496,74.885368,92.349907
0.5770264,-0.032692,0.837437,0.230968,0.869319,74.592155,92.235596
0.5820007,-0.035649,0.839336,0.231479,0.871400,74.594978,92.432053
0.5869751,-0.034619,0.840884,0.229163,0.872238,74.767876,92.357544
0.5919494,-0.033429,0.839566,0.233298,0.872019,74.482216,92.280167
0.5969238,-0.033874,0.839742,0.231731,0.871788,74.584808,92.309990
0.6018981,-0.033504,0.839879,0.224318,0.869964,75.057617,92.284401
0.6068726,-0.033358,0.837700,0.228935,0.869060,74.726433,92.280357
