Keuwl Accelerometer Data File
2019-04-15 21-58-29

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.4078979,-0.071324,-0.153179,1.005920,1.020012,9.535309,245.032013
0.4128723,-0.075840,-0.151138,1.002607,1.016767,9.573352,243.352921
0.4178467,-0.066916,-0.148418,1.009001,1.022051,9.165854,245.731094
0.4228210,-0.054714,-0.149757,1.011018,1.023513,8.961817,249.930176
0.4277954,-0.047257,-0.155619,1.008107,1.021141,9.164481,253.107971
0.4327698,-0.058879,-0.151893,1.004649,1.017771,9.210425,248.811783
0.4377441,-0.068330,-0.145383,1.005876,1.018623,9.073591,244.826462
0.4427185,-0.056238,-0.147177,1.007847,1.020088,8.885067,249.087448
0.4476928,-0.033501,-0.148303,1.009678,1.021061,8.563391,257.270782
0.4526672,-0.035380,-0.146998,1.011606,1.022843,8.500526,256.467255
0.4576416,-0.042614,-0.144287,1.009466,1.020616,8.476835,253.545807
0.4626160,-0.034422,-0.151451,1.004629,1.016563,8.788228,257.195343
0.4675903,-0.021798,-0.152221,1.003926,1.015634,8.708427,261.850708
0.4725647,-0.021846,-0.151709,1.005433,1.017049,8.667755,261.805756
0.4775391,-0.036153,-0.147539,1.010525,1.021879,8.548768,256.231537
0.4825134,-0.049880,-0.148667,1.005475,1.017629,8.864281,251.452728
0.4874878,-0.052099,-0.146817,1.010958,1.022891,8.760288,250.462387
0.4924621,-0.047131,-0.146511,1.017949,1.029518,8.597496,252.167511
0.4974365,-0.056033,-0.148253,1.012610,1.024938,8.895497,249.295670
0.5024109,-0.067243,-0.148332,1.006103,1.019200,9.194943,245.613968
0.5073853,-0.074939,-0.149629,0.996755,1.010705,9.530586,243.396851
0.5123596,-0.076065,-0.152051,1.001112,1.015446,9.638433,243.422989
0.5173340,-0.062717,-0.155022,1.000294,1.014176,9.490883,247.973450
0.5223083,-0.055404,-0.151498,1.002429,1.015325,9.141639,249.911926
0.5272827,-0.059935,-0.149206,1.002919,1.015727,9.108498,248.114914
0.5322571,-0.057854,-0.146389,1.012042,1.024210,8.840624,248.435669
0.5372314,-0.062853,-0.146945,1.013524,1.026048,8.961203,246.841904
0.5422058,-0.055163,-0.145562,1.011930,1.023833,8.745184,249.244873
0.5471801,-0.039833,-0.147995,1.012589,1.024122,8.606766,254.935730
0.5521545,-0.018359,-0.154514,1.016890,1.028726,8.699694,263.224091
0.5571289,-0.025858,-0.158460,1.009506,1.022194,9.036833,260.732147
0.5621033,-0.040265,-0.156383,1.004770,1.017664,9.130346,255.561127
0.5670776,-0.039435,-0.153362,1.011603,1.023922,8.896580,255.579651
0.5720520,-0.038217,-0.151652,1.017335,1.029286,8.739567,255.855682
0.5770264,-0.055316,-0.149746,1.012720,1.025225,8.957870,249.725906
0.5820007,-0.073105,-0.145537,1.003081,1.016217,9.222387,243.328995
0.5869751,-0.072503,-0.146581,0.999651,1.012939,9.290645,243.681595
0.5919494,-0.056038,-0.148376,1.002267,1.014739,8.992261,249.309799
0.5969238,-0.055913,-0.147735,1.003708,1.016062,8.943734,249.269897
0.6018981,-0.066600,-0.147733,1.003769,1.016765,9.170891,245.733414
0.6068726,-0.066042,-0.146100,1.005018,1.017726,9.064188,245.675461
0.6118469,-0.066008,-0.144613,1.006254,1.018733,8.977238,245.465942
0.6168213,-0.059536,-0.145694,1.005840,1.018080,8.893267,247.773376
0.6217957,-0.044152,-0.149441,1.008430,1.020399,8.784115,253.540192
0.6267700,-0.037511,-0.149629,1.016210,1.027852,8.631536,255.926483
0.6317444,-0.045817,-0.149340,1.015173,1.027121,8.747789,252.944244
0.6367187,-0.047791,-0.151910,1.003148,1.015710,9.020425,252.536469
0.6416931,-0.037147,-0.153845,1.002692,1.015106,8.969596,256.425385
0.6466674,-0.027388,-0.152429,1.003327,1.015209,8.774739,259.813934
0.6516418,-0.024399,-0.148488,1.001969,1.013206,8.541069,260.668915
0.6566162,-0.040205,-0.147889,0.997601,1.009305,8.733767,254.791245
0.6615906,-0.044731,-0.150959,1.000791,1.013101,8.940637,253.494797
0.6665649,-0.050048,-0.149110,1.009180,1.021363,8.858517,251.446075
0.6715393,-0.055978,-0.146477,1.008044,1.020168,8.841913,249.084824
0.6765137,-0.055968,-0.143963,1.011000,1.022731,8.686431,248.755737
0.6814880,-0.066167,-0.144548,1.006200,1.018680,8.978069,245.404144
0.6864624,-0.057103,-0.150773,1.004025,1.016887,9.122531,249.256531
0.6914368,-0.071961,-0.154263,1.014400,1.028583,9.525759,244.991928
0.6964111,-0.067622,-0.152474,1.008139,1.021844,9.394505,246.082703
0.7013854,-0.063707,-0.152893,1.010458,1.023944,9.309135,247.379471
0.7063599,-0.049166,-0.149118,1.007484,1.019646,8.858162,251.752075
0.7113342,-0.057651,-0.145988,1.000841,1.013074,8.912950,248.451004
0.7163086,-0.057493,-0.150598,1.005867,1.018702,9.104786,249.104828
0.7212829,-0.045288,-0.151410,1.011348,1.023622,8.881484,253.347687
0.7262573,-0.037024,-0.151410,1.004730,1.016749,8.818442,256.259277
0.7312316,-0.024619,-0.154084,1.008085,1.020090,8.798795,260.922089
0.7362061,-0.041258,-0.155288,1.009587,1.022293,9.042746,255.121063
0.7411804,-0.047934,-0.152524,1.009659,1.022239,8.998049,252.553635
0.7461548,-0.045363,-0.150566,1.006811,1.019017,8.877148,253.233444
0.7511292,-0.043778,-0.149787,1.006948,1.018968,8.809393,253.708115
0.7561035,-0.049847,-0.147170,1.002709,1.014677,8.808680,251.288635
0.7610779,-0.060835,-0.144430,1.000235,1.012438,8.904835,247.158920
0.7660522,-0.060802,-0.142588,0.999885,1.011829,8.812314,246.905807
0.7710266,-0.055905,-0.146753,1.001045,1.013288,8.915749,249.145798
0.7760009,-0.047890,-0.147631,1.008943,1.020811,8.745139,252.027359
0.7809753,-0.054754,-0.146211,1.005688,1.017735,8.824366,249.469604
0.7859496,-0.062679,-0.147939,1.007321,1.020054,9.062410,247.038406
0.7909241,-0.062228,-0.146445,1.015528,1.027918,8.904989,246.978210
0.7958984,-0.062838,-0.146358,1.011891,1.024350,8.945293,246.764084
0.8008728,-0.050088,-0.148303,1.011395,1.023436,8.797834,251.338028
0.8058472,-0.046383,-0.147256,1.009527,1.021264,8.694929,252.516495
0.8108215,-0.039163,-0.148006,1.009581,1.021124,8.622976,255.179047
0.8157959,-0.034636,-0.150427,1.005252,1.017035,8.729942,257.033478
0.8207702,-0.034265,-0.153104,1.005168,1.017339,8.871436,257.385132
0.8257446,-0.024487,-0.152849,1.005282,1.017130,8.753918,260.898285
0.8307189,-0.026713,-0.149857,1.005809,1.017262,8.605807,259.892792
0.8356934,-0.028723,-0.148270,1.006868,1.018132,8.530577,259.036560
0.8406677,-0.041123,-0.149057,1.010861,1.022619,8.696804,254.576645
0.8456421,-0.044310,-0.153390,1.013356,1.025857,8.953790,253.887695
0.8506164,-0.039911,-0.152241,1.013025,1.025178,8.830997,255.310165
0.8555908,-0.049355,-0.153061,1.013809,1.026485,9.013779,252.127747
0.8605652,-0.051619,-0.154090,1.004602,1.017661,9.188680,251.479721
0.8655395,-0.063362,-0.152061,1.006472,1.019864,9.295424,247.379013
0.8705139,-0.077145,-0.143052,1.008758,1.021767,9.152595,241.662918
0.8754882,-0.076600,-0.150238,1.006085,1.020120,9.515394,242.984726
0.8804626,-0.077756,-0.148920,1.004649,1.018598,9.493202,242.429474
0.8854370,-0.071206,-0.151278,1.004968,1.018781,9.445895,244.793793
0.8904114,-0.066574,-0.144985,1.006445,1.019012,9.007411,245.336411
0.8953857,-0.054495,-0.142464,1.009177,1.020639,8.594800,249.067368
0.9003601,-0.044372,-0.149779,1.007256,1.019297,8.815658,253.498123
0.9053344,-0.031260,-0.151197,1.010233,1.021963,8.689347,258.318878
0.9103088,-0.031093,-0.146455,1.011071,1.022096,8.423127,258.013794
0.9152832,-0.029986,-0.150228,1.000858,1.012514,8.702177,258.712097
0.9202576,-0.027296,-0.151659,0.997836,1.009665,8.778835,259.796906
0.9252319,-0.019348,-0.148508,1.005279,1.016373,8.473429,262.577148
0.9302062,-0.028016,-0.145630,1.010728,1.021549,8.347274,259.110443
0.9351807,-0.043916,-0.142916,1.009637,1.020647,8.423360,252.918564
0.9401550,-0.045356,-0.145512,1.007648,1.019110,8.601401,252.687653
0.9451294,-0.042264,-0.152521,1.007253,1.019611,8.929796,254.511734
0.9501037,-0.050301,-0.149200,1.003660,1.015935,8.915705,251.369064
0.9550781,-0.047312,-0.149138,1.006839,1.018924,8.833111,252.399216
0.9600524,-0.050604,-0.151597,1.009395,1.021969,8.997109,251.540543
0.9650269,-0.062919,-0.154573,1.006668,1.020408,9.413002,247.851227
0.9700012,-0.069218,-0.154433,1.003366,1.017538,9.573845,245.857590
0.9749756,-0.063992,-0.152823,1.006459,1.020005,9.347986,247.279297
0.9799500,-0.065218,-0.149835,1.010214,1.023346,9.188594,246.478226
0.9849243,-0.059435,-0.146290,1.015473,1.027676,8.838513,247.889099
0.9898987,-0.053658,-0.147889,1.016433,1.028536,8.798326,250.057983
0.9948730,-0.042704,-0.153498,1.015109,1.027537,8.920155,254.452988
0.9998474,-0.033292,-0.151683,1.007842,1.019736,8.759525,257.620575
1.0048218,-0.030539,-0.148234,1.003840,1.015185,8.573842,258.358765
1.0097961,-0.022630,-0.146050,1.008555,1.019326,8.336775,261.192261
1.0147705,-0.027794,-0.154118,1.010794,1.022854,8.806918,259.777039
1.0197449,-0.033792,-0.151213,1.011389,1.023188,8.709871,257.403015
1.0247192,-0.044358,-0.146872,1.009776,1.021365,8.639383,253.194763
1.0296936,-0.046721,-0.147223,1.007992,1.019757,8.711901,252.393433
1.0346680,-0.055616,-0.149581,1.003753,1.016360,9.033767,249.604279
1.0396423,-0.053095,-0.145366,1.007589,1.019404,8.732012,249.935364
1.0446167,-0.067041,-0.149441,1.000631,1.013948,9.296122,245.838577
1.0495911,-0.057980,-0.149080,1.004624,1.017279,9.046829,248.747971
1.0545654,-0.047800,-0.156064,1.002347,1.015549,9.248773,252.971008
1.0595398,-0.048232,-0.154534,1.006442,1.019379,9.137726,252.666046
1.0645142,-0.056495,-0.149004,1.010986,1.023468,8.957431,249.235809
1.0694885,-0.073244,-0.145884,1.007139,1.020282,9.206520,243.340210
1.0744628,-0.062003,-0.143702,1.012527,1.024551,8.786708,246.661362
1.0794373,-0.046066,-0.150874,1.009903,1.022149,8.878033,253.021210
1.0844116,-0.047475,-0.151577,1.008195,1.020631,8.953153,252.609085
1.0893860,-0.045535,-0.152249,1.006724,1.019189,8.970209,253.348892
1.0943602,-0.032974,-0.153702,1.004342,1.016570,8.895718,257.891846
1.0993346,-0.031050,-0.154557,1.009152,1.021391,8.878741,258.640839
1.1043091,-0.034849,-0.150427,1.012695,1.024400,8.669432,256.956421
1.1092834,-0.042008,-0.143958,1.009880,1.020953,8.446409,253.732574
1.1142578,-0.053269,-0.143527,1.004781,1.016377,8.663267,249.638062
1.1192321,-0.054232,-0.145089,1.002821,1.014713,8.780379,249.505173
1.1242065,-0.046626,-0.143566,1.001849,1.013157,8.568274,252.007904
1.1291809,-0.032675,-0.143387,1.003641,1.014358,8.336233,257.162720
1.1341553,-0.032728,-0.148153,1.006942,1.018308,8.568801,257.543121
1.1391295,-0.042734,-0.146679,1.008435,1.019942,8.614749,253.756851
1.1441040,-0.053564,-0.141974,1.006637,1.018009,8.572330,249.329300
1.1490784,-0.054467,-0.141127,1.007705,1.018996,8.537297,248.896469
1.1540527,-0.046229,-0.144195,1.010353,1.021637,8.523622,252.224091
1.1590270,-0.046420,-0.148587,1.011665,1.023572,8.747767,252.650620
1.1640013,-0.048127,-0.149687,1.010903,1.023058,8.840824,252.176620
1.1689758,-0.055807,-0.151886,1.007380,1.020294,9.125439,249.825241
1.1739502,-0.054337,-0.158394,1.010326,1.024110,9.410872,251.065369
1.1789246,-0.054625,-0.158127,1.006296,1.020108,9.439068,250.942429
1.1838988,-0.048145,-0.154860,1.006674,1.019653,9.151543,252.729797
1.1888733,-0.042166,-0.148660,1.010661,1.022405,8.692896,254.164490
1.1938477,-0.044476,-0.148959,1.006578,1.018511,8.779484,253.375488
1.1988220,-0.042805,-0.152222,1.009608,1.021916,8.901458,254.293823
1.2037963,-0.041564,-0.152476,1.009595,1.021890,8.896734,254.751907
1.2087708,-0.041684,-0.151106,1.005262,1.017409,8.862729,254.577927
1.2137451,-0.047956,-0.148903,1.003261,1.015384,8.862530,252.148392
1.2187195,-0.050429,-0.148315,1.002460,1.014627,8.881750,251.221436
1.2236938,-0.046117,-0.147561,1.011728,1.023471,8.688013,252.644455
1.2286681,-0.049981,-0.145658,1.014310,1.025933,8.632878,251.061050
1.2336426,-0.049831,-0.146550,1.011451,1.023227,8.700913,251.220398
1.2386169,-0.054177,-0.142336,1.007502,1.018948,8.595988,249.161713
1.2435913,-0.049247,-0.143641,1.007066,1.018450,8.574644,251.076004
1.2485656,-0.048839,-0.143674,1.008785,1.020134,8.554647,251.225555
1.2535400,-0.056478,-0.145389,1.007334,1.019337,8.801674,248.770920
1.2585144,-0.050623,-0.147937,1.000300,1.012447,8.884160,251.109406
1.2634888,-0.049320,-0.152985,0.999849,1.012687,9.132864,252.131546
1.2684630,-0.040186,-0.149808,1.002524,1.014452,8.794730,254.983902
1.2734374,-0.046470,-0.146892,1.006733,1.018454,8.700869,252.444931
1.2784119,-0.055044,-0.149997,1.006842,1.019441,9.017179,249.848587
1.2833862,-0.049085,-0.146780,1.010188,1.021975,8.710503,251.509506
1.2883606,-0.044269,-0.150379,1.010116,1.022208,8.821360,253.596436
1.2933348,-0.037184,-0.153661,1.006102,1.018447,8.930281,256.396606
1.2983093,-0.034593,-0.153996,1.007136,1.019428,8.906666,257.339508
1.3032837,-0.033317,-0.151339,1.008430,1.020267,8.736150,257.584351
1.3082581,-0.038663,-0.149892,1.007825,1.019644,8.732214,255.536346
1.3132323,-0.045587,-0.148768,1.007822,1.019762,8.776463,252.963470
1.3182068,-0.050810,-0.147685,1.005791,1.017844,8.826481,251.014679
1.3231812,-0.054739,-0.147850,1.006859,1.019128,8.899317,249.683853
1.3281555,-0.050984,-0.149955,1.007379,1.019754,8.935163,251.222168
1.3331298,-0.047951,-0.153982,1.006561,1.019399,9.102757,252.703064
1.3381041,-0.052418,-0.154187,1.009387,1.022440,9.165082,251.223785
1.3430786,-0.052449,-0.150592,1.007402,1.019945,8.994882,250.797485
1.3480530,-0.045667,-0.149107,1.010191,1.022156,8.775500,252.971558
1.3530273,-0.049010,-0.150480,1.010331,1.022651,8.902606,251.960022
1.3580016,-0.053404,-0.153795,1.010510,1.023540,9.152294,250.850800
1.3629761,-0.044028,-0.147449,1.011126,1.022768,8.653354,253.374420
1.3679504,-0.037439,-0.141803,1.016248,1.026776,8.212049,255.210037
1.3729248,-0.032621,-0.149323,1.013779,1.025236,8.573728,257.677002
1.3778991,-0.042686,-0.150314,1.014034,1.026003,8.760086,254.146652
1.3828734,-0.061261,-0.148477,1.013040,1.025694,9.009309,247.579239
1.3878479,-0.054465,-0.151734,1.008589,1.021392,9.081362,250.254364
1.3928223,-0.034765,-0.155506,1.006172,1.018711,8.999053,257.397980
1.3977965,-0.030505,-0.148835,0.998346,1.009840,8.652900,258.417084
1.4027709,-0.045297,-0.147380,1.003129,1.014909,8.738173,252.915207
1.4077454,-0.052592,-0.140288,1.010556,1.021602,8.433053,249.449524
1.4127197,-0.059225,-0.145251,1.007565,1.019703,8.848953,247.817307
1.4176941,-0.058088,-0.149418,1.007539,1.020213,9.040681,248.755936
1.4226683,-0.053969,-0.149447,1.006371,1.018837,8.972224,250.144211
1.4276428,-0.058469,-0.143641,1.001403,1.013340,8.803349,247.851349
1.4326172,-0.040071,-0.148998,1.006433,1.018191,8.715936,254.947220
1.4375916,-0.037699,-0.155626,1.010662,1.023269,9.003004,256.382874
1.4425658,-0.054392,-0.147771,1.014916,1.027059,8.819088,249.792191
1.4475402,-0.065961,-0.138773,1.005918,1.017585,8.684644,244.577377
1.4525146,-0.046268,-0.145560,1.002148,1.013720,8.665738,252.366608
1.4574890,-0.029976,-0.150431,1.006221,1.017846,8.667439,258.730286
1.4624633,-0.037386,-0.150107,1.003145,1.015002,8.766430,256.014191
1.4674376,-0.042931,-0.146845,1.005420,1.016994,8.652151,253.703262
1.4724121,-0.047920,-0.151694,1.003367,1.015900,9.009156,252.468750
1.4773865,-0.038472,-0.157735,1.004184,1.017224,9.184252,256.292999
1.4823608,-0.039822,-0.150351,1.005590,1.017547,8.792317,255.165207
1.4873351,-0.050097,-0.144773,1.004422,1.016038,8.672037,250.912338
1.4923096,-0.044821,-0.147365,1.008220,1.019918,8.686136,253.082733
1.4972839,-0.042326,-0.150670,1.009276,1.021338,8.814298,254.308823
1.5022583,-0.049724,-0.153176,1.007229,1.020023,9.084044,252.015488
1.5072325,-0.054602,-0.150490,1.002831,1.015528,9.070017,250.057800
1.5122069,-0.051684,-0.145433,1.005682,1.017457,8.725216,250.435822
1.5171814,-0.047996,-0.151917,1.007130,1.019653,8.989180,252.466873
1.5221558,-0.046203,-0.150594,1.008323,1.020553,8.879095,252.943863
1.5271301,-0.055604,-0.147645,1.003429,1.015757,8.935427,249.363434
1.5321044,-0.047417,-0.148077,1.000343,1.012355,8.834845,252.243866
1.5370789,-0.034951,-0.146747,1.000977,1.012280,8.570292,256.603546
1.5420532,-0.038469,-0.146951,1.002421,1.013866,8.616824,255.330261
1.5470276,-0.048234,-0.145016,1.004549,1.016108,8.650403,251.602295
1.5520018,-0.053376,-0.147631,1.007441,1.019598,8.856831,250.122437
1.5569762,-0.035576,-0.149605,1.008472,1.020129,8.669930,256.623566
1.5619507,-0.043708,-0.156623,1.017452,1.030363,9.080085,254.407532
1.5669250,-0.058469,-0.147696,1.014767,1.027124,8.896667,248.402786
1.5718993,-0.062900,-0.143207,1.011003,1.023031,8.794507,246.287720
1.5768737,-0.054134,-0.145263,1.012421,1.024221,8.705495,249.561630
1.5818481,-0.053115,-0.152062,1.010930,1.023681,9.052843,250.745834
1.5868225,-0.043683,-0.153543,1.005277,1.017873,9.023103,254.119019
1.5917969,-0.052897,-0.149010,1.004360,1.016730,8.946918,250.455673
1.5967711,-0.052258,-0.148629,1.006654,1.018908,8.895034,250.628403
1.6017456,-0.050466,-0.147732,1.010648,1.022635,8.781006,251.139557
1.6067200,-0.054204,-0.148085,1.012085,1.024297,8.856054,249.895798
1.6116943,-0.046311,-0.145304,1.008066,1.019537,8.602772,252.321808
1.6166686,-0.038859,-0.144918,1.003653,1.014806,8.502282,254.989426
1.6216429,-0.046958,-0.153062,1.005791,1.018454,9.044592,252.944336
1.6266174,-0.039105,-0.155999,1.005915,1.018690,9.083547,255.927338
1.6315918,-0.031563,-0.157236,1.010762,1.023405,9.015653,258.649536
1.6365660,-0.038486,-0.151801,1.016806,1.028795,8.755623,255.773560
1.6415404,-0.046266,-0.147590,1.011784,1.023538,8.691563,252.594940
1.6465149,-0.058623,-0.145800,1.007127,1.019313,8.868468,248.096115
1.6514893,-0.058604,-0.145049,1.000435,1.012593,8.887477,247.999817
1.6564636,-0.059785,-0.145694,1.001974,1.014274,8.932304,247.689560
1.6614379,-0.050870,-0.147335,1.005716,1.017723,8.809839,250.951752
1.6664124,-0.046444,-0.149642,1.004934,1.017075,8.861865,252.757477
1.6713867,-0.055829,-0.146285,1.004378,1.016510,8.860756,249.110870
1.6763611,-0.059285,-0.144902,1.001977,1.014134,8.880798,247.748611
1.6813353,-0.056171,-0.145690,1.004913,1.016972,8.831976,248.915604
1.6863097,-0.048080,-0.145133,1.005425,1.016983,8.646405,251.670853
1.6912842,-0.038771,-0.149097,1.003569,1.015325,8.727242,255.423859
1.6962585,-0.037811,-0.151502,1.004378,1.016444,8.836935,255.986740
1.7012328,-0.045336,-0.151718,1.011151,1.023474,8.900311,253.362915
1.7062072,-0.043160,-0.149119,1.008037,1.019920,8.754905,253.857773
1.7111816,-0.037072,-0.151970,1.010206,1.022246,8.802121,256.290833
1.7161560,-0.036646,-0.153537,1.005042,1.017363,8.925791,256.575867
1.7211304,-0.035790,-0.152015,1.015041,1.026985,8.746801,256.751587
1.7261046,-0.040510,-0.146814,1.013879,1.025254,8.542862,254.574493
1.7310790,-0.035254,-0.145447,1.010769,1.021789,8.422264,256.375244
1.7360535,-0.033943,-0.150860,1.007979,1.019771,8.721590,257.319916
1.7410278,-0.036478,-0.157568,1.004993,1.017924,9.142369,256.965332
1.7460021,-0.049184,-0.152241,1.002216,1.014906,9.069887,252.095978
1.7509764,-0.068868,-0.147093,0.998628,1.011749,9.237675,244.911133
1.7559509,-0.048547,-0.147682,1.003274,1.015246,8.807921,251.803085
1.7609253,-0.053986,-0.149675,1.005755,1.018263,8.989835,250.166199
1.7658995,-0.061989,-0.148261,1.012820,1.025489,9.015653,247.309921
1.7708739,-0.069772,-0.145606,1.007452,1.020308,9.105088,244.396957
1.7758484,-0.060452,-0.145111,1.005724,1.017935,8.883696,247.383835
1.7808228,-0.035654,-0.151834,1.009944,1.021915,8.778724,256.785187
1.7857971,-0.035084,-0.153972,1.014238,1.026459,8.849997,257.163666
1.7907714,-0.048635,-0.151547,1.008825,1.021303,8.965521,252.207291
1.7957457,-0.049766,-0.149872,1.000217,1.012607,8.972027,251.630905
1.8007202,-0.039943,-0.152694,1.005800,1.018108,8.918194,255.340363
1.8056946,-0.036581,-0.150012,1.011875,1.023589,8.676136,256.295807
